GENE	Rhtseq	Ihtseq	Rcuff	Icuff	Rmlwl	Imlwl	Rgy	Igy	Ryn	Iyn	Rmyn	Imyn	Rma	Ima
RINT1-1	72	23	2.96574	2.26123	1.42612	0.95165	1.69782	1.45049	1.54094	1.34403	1.70737	1.37678	1.77614	1.42757
RIOK1-1	18	14	10.2678	9.83468	0.536364	0.634707	0.59168	0.75213	0.553948	0.500342	0.575913	0.50013	0.582188	0.707469
RIOK2-1	0	0	8.22819	7.85258	0.425076	0.921668	0.394857	1.09464	0.373313	1.14108	0.392496	0.962394	0.387229	1.02399
RIOK3-1	21	3	14.7721	11.9873	0.775811	0.750417	0.948245	0.724648	0.883556	0.748264	0.804273	0.787679	0.896083	0.851895
RIPK1-1	1	5	2.91167	2.15141	1.12862	1.12564	1.09296	1.25288	1.08829	1.13003	1.06121	1.11069	1.08597	1.18687
RIPK2-1	5	2	0.831089	1.07602	NA	1.86644	5.52515	2.13731	NA	1.94059	NA	1.83083	23.4083	1.97565
RIPK4-1	0	0	0.00449656	0	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan
RIPPLY1-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
RIPPLY2-1	0	0	0.0220119	0	0.777285	0.192332	0.821968	1.02425	0.727959	0.598956	0.69959	0.594762	0.627721	0.95467
RIPPLY3-1	8	33	0.0765556	0.0325413	0.17454	0.27889	0.155633	0.276056	0.148647	0.323473	0.148332	0.322423	0.14575	0.259035
RIT1-1	7	2	5.99081	6.92436	0.875178	1.09737	1.18192	1.17789	1.18411	1.23699	1.22607	1.1052	1.14306	1.20402
RIT2-1	2	1	0	0	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA
RLBP1-1	5	0	0.0243645	0.0111986	NA	NA	50	NA	NA	NA	NA	NA	50	NA
RLF-1	13	8	3.35018	3.77912	0.549937	NA	2.1513	50	1.40156	NA	1.40132	NA	2.14221	50
RLIM-1	10	14	6.936	7.35255	0.541027	0.357387	0.513833	0.338187	0.42589	0.346684	0.414978	0.415041	0.443075	0.327921
RLN3-1	0	0	0.0487749	0.0224005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RLTPR-1	2	1	0	0	0.42592	0.0696417	0.770665	0.138847	0.587128	0.0981809	0.586387	0.0980877	0.758886	0.13393
RMI1-1	2	2	4.10993	5.49406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RMI2-1	0	0	2.17995	1.21653	0.18953	0.19012	0.180472	0.181308	0.185361	0.185273	0.185398	0.184456	0.168056	0.168316
RMND1-1	307	373	12.3375	14.9956	0.863538	1.60656	1.00839	2.00548	0.97375	1.99917	1.03167	1.98695	0.948883	1.96657
RMND5A-1	0	0			0.509706	1.08431	0.592448	1.18596	0.534226	1.13872	0.550151	1.193	0.594227	1.17368
RN5S-1	2	0	14.9313	11.1588	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RNASEH1-1	8	2	16.0219	17.7762	0.447258	0.750921	0.446358	0.77508	0.503989	0.834554	0.562997	0.769797	0.416184	0.680385
RNASEH2B-1	5	2	7.3118	10.5101	1.16966	0.828839	1.50943	1.05689	1.46773	1.02646	1.57506	1.0878	1.46083	1.06682
RNASEL-1	0	0	0.304323	0.174732	0.544163	1.47184	0.736357	3.46656	0.674084	3.14307	0.581887	2.48238	0.801795	3.99701
RNASET2-1	0	0	3.44495	3.17224	0.0749672	0.674514	0.536959	50	0.327	NA	0.326959	NA	0.487029	49.393
RND2-1	7	8	0.0514726	0.0147672	NA	NA	50	0.001	NA	NA	NA	NA	50	NA
RND3-1	2	0		3.84864	0.524685	1.31633	0.567995	1.38359	0.620187	1.07093	0.636236	1.07069	0.524375	1.24412
RNF10-1	28	27	68.5443	77.9857	1.73916	1.1543	2.25769	1.33623	1.89943	1.22046	1.75551	1.34545	2.0567	1.30979
RNF103-1	307	118	8.2476	7.90864	1.24641	0.802401	1.44601	0.907288	1.48085	0.865621	1.43957	0.796084	1.41582	0.865683
RNF11-1	18	19	67.9368	71.7061	0.654683	0.601635	0.834949	0.798463	0.59313	0.697586	0.593044	0.628584	0.906349	0.841257
RNF111-1	6	4	4.52085	4.34886	1.19929	2.36529	1.2581	2.50179	1.16926	2.6385	0.943099	2.66814	1.1754	2.48009
RNF113A-1	6	16	7.57738	6.99868	5.30281	0.850332	50	1.01074	NA	0.877392	NA	0.946234	49.5775	0.92715
RNF114-1	4	2	15.0389	15.8872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RNF121-1	8	3	5.44384	8.40585	0.685984	1.71574	0.798043	3.61618	0.763523	3.04466	0.879653	3.23898	1.02939	3.92892
RNF122-1	6	0		1.34044	NA	NA	50	50	NA	NA	NA	NA	42.6396	42.462
RNF123-1	46	26	14.6778	16.4088	1.54355	1.0656	1.71849	1.447	1.75722	1.44406	1.5678	1.32988	1.79893	1.40346
RNF126-1	1	4	13.2478	11.1105	0.963856	0.916968	0.935952	0.808246	0.879503	0.839915	0.800799	0.761527	0.886984	0.783715
RNF128-1	0	2	4.38724	4.14903	0.766961	0.454153	0.917969	0.307349	0.87851	0.377972	0.806035	0.380531	0.878791	0.403803
RNF13-1	15	10	24.374	24.2138	0.444414	0.609984	0.42037	0.623883	0.464676	0.646744	0.468687	0.588497	0.404082	0.647081
RNF130-1	2	2	5.14586	4.61413	1.43258	0.75754	1.68781	0.723408	1.39764	0.670538	1.27106	0.552487	1.59744	0.577883
RNF138-1	1	0	1.61231	1.53268	1.12597	0.756498	1.10937	0.783488	1.02581	0.80945	1.11668	0.734926	1.10117	0.627411
RNF139-1	235	325	19.6181	32.4323	NA	NA	NA	50	NA	NA	NA	NA	NA	50
RNF14-1	0	0			0.127541	0.487376	0.274836	0.488401	0.182178	0.420212	0.182148	0.364323	0.247433	0.410306
RNF141-1	65	24	18.9158	17.7934	0.949044	0.787742	1.37405	0.882105	1.38235	0.922041	1.29136	0.841208	1.27919	0.801921
RNF144A-1	1	2	0.475667	0.690207	0.767056	0.76461	0.837265	1.46385	0.844679	1.27614	0.914747	1.27615	0.763967	1.39094
RNF144B-1	0	1	1.68379	2.81348	0.593872	0.919603	0.599877	0.97826	0.643494	0.954989	0.62142	1.01551	0.610172	0.941574
RNF145-1	2	0	5.36202	7.2219	NA	5.7506	50	5.39542	NA	7.01756	NA	7.06001	50	5.18464
RNF146-1	53	46	20.3415	35.996	0.684168	1.81671	0.640099	2.02926	0.62954	2.07798	0.668035	2.30412	0.672515	2.02002
RNF149-1	8	6	5.67173	6.24241	1.1192	0.615669	1.2465	0.591854	1.1033	0.606158	1.04288	0.636097	1.12919	0.629015
RNF150-1	80	85	11.0239	10.9754	0.853364	1.10902	0.983104	1.27679	0.976148	1.26508	0.906518	1.14929	0.943358	1.15675
RNF151-1	1050	792	3.61231	4.91221	0.941826	0.811783	1.36689	0.955697	1.35747	1.01345	1.39786	1.07284	1.2923	0.970525
RNF152-1	1	0	0.367336	0.381309	0.983981	0.890822	1.19215	1.05759	0.805391	0.998703	0.878272	0.812485	1.02575	0.92317
RNF157-1	0	0	0.0516071	0.00799278	0.560859	NA	50	NA	NA	NA	NA	NA	50	NA
RNF165-1	0	2	0.234733	0.207289	1.36287	NA	1.39435	50	1.30845	NA	1.25874	NA	1.40911	49.6607
RNF166-1	0	0	5.72403	5.79548	NA	0.451548	50	1.79846	NA	1.18615	NA	1.1867	48.0747	1.9725
RNF168-1	0	2			0.458373	NA	0.688264	50	0.492853	NA	0.492877	NA	0.636418	49.87
RNF169-1	2	0	1.41345	1.09315	0.324325	0.0810423	0.32358	0.238996	0.286857	0.119168	0.253309	0.119107	0.295182	0.212445
RNF17-1	0	0	0.00484541	0	0	-nan	0.001	-nan	-0	-nan	-0	-nan	0.001	-nan
RNF170-1	0	0	8.4295	8.21282	1.26314	0.720445	1.46422	0.723264	1.57334	0.604259	1.33997	0.594958	1.10127	0.613413
RNF180-1	0	3	0.441673	0.58509	0.395956	0	0.505775	0.001	0.491022	-0	0.515534	-0	0.469095	0.001
RNF182-1	1	2	0.00118531	0.00393181	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA
RNF185-1	31	22			2.45319	0.820459	2.50957	0.720628	2.63987	0.716765	2.97263	0.58779	2.49593	0.552601
RNF186-1	1	2	0.00384401	0.00883559	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA
RNF19A-1	17	2	8.60614	11.5112	0.661179	1.10879	0.660277	1.19455	0.613551	1.24581	0.630299	1.26139	0.627902	1.20377
RNF19B-1	69	57	0.599674	0.159869	1.37896	NA	2.81095	50	2.04097	NA	2.04065	NA	3.56482	39.2666
RNF2-1	0	0	1.24768	1.17618	0.446066	1.05421	1.06772	1.06444	0.656352	1.06045	0.656043	1.13768	1.06232	1.08217
RNF20-1	182	122	12.5399	12.7022	1.85531	0.189958	2.06144	0.175499	1.73289	0.175654	1.89575	0.166736	1.98039	0.192202
RNF207-1	1	4	3.35838	4.02402	0.850672	0.657108	0.888589	0.656562	0.86188	0.543307	0.852099	0.542917	0.949876	0.677245
RNF208-1	2	0	0.262775	0.148743	0.159313	0.3206	0.297772	1.19693	0.25249	0.999663	0.252494	0.997477	0.290467	1.20768
RNF212-1	3	0	0	0	NA	-nan	39.0865	-nan	NA	-nan	NA	-nan	46.6591	-nan
RNF213-1	4	0		1.03919	0.969093	0.890618	1.15064	1.04571	1.07412	0.977383	1.0898	0.986329	1.1601	1.03271
RNF214-1	10	0	14.5766	10.7409	0.307674	0.606346	0.309632	0.673237	0.243247	0.732721	0.242247	0.702127	0.273048	0.704046
RNF215-1	3	0	2.47144	2.47584	0.306293	0.218025	0.299454	0.382858	0.261084	0.297013	0.239419	0.296763	0.240914	0.381108
RNF216-1	3	6	0.418048	0.477951	1.5705	0.911097	4.17012	1.25541	2.47373	1.1357	2.7215	1.02168	3.55838	1.20628
RNF219-1	2	0	1.33589	1.03594	0.836873	1.74515	0.816687	1.80101	0.863739	1.89682	0.854202	1.92684	0.810443	1.83602
RNF220-1	31	10	9.07002	7.61734	0.788206	0.994625	0.8883	1.13279	0.8662	1.07978	0.794492	1.05786	0.869299	1.1677
RNF222-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
RNF223-1	2385	1623	0	0	0.962452	1.2976	1.02014	2.10744	0.897105	1.79188	0.746639	1.72824	0.842893	2.06409
RNF224-1	0	0	0	0	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan
RNF24-1	4	6	0.703388	0.620088	0.679252	0.712742	0.714963	1.3952	0.63606	1.11878	0.558476	1.11508	0.708769	1.07157
RNF25-1	81	47	4.19707	4.05915	0.132905	0.258882	0.204729	0.286133	0.165723	0.311817	0.187092	0.282253	0.189972	0.267938
RNF26-1	3	4	1.5251	1.3763	1.34808	1.00548	1.41489	1.13296	1.24351	0.967883	1.10831	1.09693	1.30975	1.03638
RNF32-1	3050	1638	1.53071	0.965605	0.912859	1.16094	1.01995	1.34975	0.927665	1.18105	0.94731	1.1593	1.02093	1.37135
RNF34-1	21	13	13.2698	13.3367	6.47608	0.737259	42.3707	1.64021	NA	1.08442	NA	1.08251	45.6996	1.54451
RNF38-1	165	173	12.2489	8.58157	0.500707	0.948685	0.535172	0.972325	0.503344	1.01839	0.588875	1.17486	0.618457	0.832289
RNF4-1	7	3	12.8129	14.5816	0.956379	0.815225	0.977396	1.10229	0.956524	1.04367	1.07922	1.08227	1.05806	1.00846
RNF41-1	10	7	24.1355	29.4105	0.549044	0.274139	1.17469	1.17375	0.782891	0.781417	0.782868	0.78137	1.46466	1.10908
RNF43-1	2	1	0.0146461	0.00999184	1.92637	NA	2.12572	50	1.85004	NA	1.8448	NA	2.02162	50
RNF44-1	833	491	4.92897	3.02168	0.491037	0.613393	0.505641	0.623137	0.487629	0.60926	0.446557	0.667731	0.520123	0.705065
RNF6-1	2	2	3.83961	4.19136	0.443535	0.495167	0.525102	0.572204	0.62029	0.571981	0.655639	0.579447	0.504096	0.552485
RNF7-1	6	3			1.97216	1.10725	2.33218	1.67542	2.18633	1.48181	2.20372	1.53952	2.30015	1.64741
RNF8-1	9	0	7.02815	8.1594	NA	0.608888	4.63464	0.643779	NA	0.492568	NA	0.660129	26.1721	0.563572
RNFT1-1	5971	5241	5.93383	10.8626	0.93593	1.39044	0.888173	1.30267	0.912647	1.42277	0.831005	1.53673	0.795242	1.28892
RNFT2-1	585	474	0	0	0.674117	0.697297	0.729229	0.886556	0.727928	0.867542	0.725515	0.873084	0.727053	0.899714
RNGTT-1	0	0	2.78262	3.31062	1.8533	0.961906	3.30466	0.880242	3.05715	0.921022	3.2735	0.97486	3.63673	0.885143
RNH1-1	5	2	26.7433	15.9785	0.838421	1.48626	1.05276	2.6899	0.936583	2.33334	0.835349	2.32146	1.03158	2.54873
RNLS-1	39	10	0.863747	0.519761	0.566423	0.644042	0.664456	0.685376	0.754853	0.747136	0.75448	0.6545	0.642392	0.634966
RNMT-1	4	2	2.11561	1.81644	NA	1.04813	50	1.28969	NA	1.30456	NA	1.23193	50	1.26191
RNMTL1-1	40	15	2.77832	3.41904	NA	NA	50	50	NA	NA	NA	NA	49.6374	50
RNP-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
RNPC3-1	130	57		5.35273	0.880425	1.25692	0.915378	1.27358	1.11725	0.906352	0.910899	0.906464	0.787181	1.12373
RNPEP-1	4	2	1.97945	2.05183	0.960636	1.43649	1.49109	1.36289	1.23334	1.3616	1.2335	1.23767	1.12712	1.30643
RNPEPL1-1	26	30	18.4031	13.4921	0.6558	0.10652	0.751886	0.352794	0.730815	0.238358	0.712523	0.238357	0.704993	0.330793
RNPS1-1	24	11	11.5438		1.11818	1.98704	1.29808	2.00231	1.1668	1.86335	1.14386	1.79019	1.19788	2.02425
ROBO1-1	74	235	0.233515	0.0996711	0.996203	0.860757	1.20932	0.782122	1.19234	0.899777	1.09398	0.944941	1.16329	0.786055
ROBO2-1	5	0	0.0136333	0.0156746	NA	NA	50	50	NA	NA	NA	NA	50	47.0147
ROBO3-1	29	18	0	0	NA	NA	0.001	0.001	NA	NA	NA	NA	NA	NA
ROCK1-1	14	6	5.65763	5.53912	0.739661	0.754831	0.998171	0.6992	0.730044	0.816851	0.709871	0.80163	0.878326	0.698992
ROCK2-1	85	37	25.1277	44.0795	1.10066	0.889002	1.13691	0.89244	1.31373	0.96371	1.42471	0.906724	1.13922	0.895279
ROD1-1	0	0	0.182057	0.200594	0.756235	0.454521	0.805366	0.424334	0.669698	0.410626	0.64664	0.374409	0.699199	0.383103
ROGDI-1	2	0	6.04393	6.29551	0.641229	0.796146	0.689292	0.920425	0.718766	0.863479	0.836233	0.861659	0.743857	0.887235
ROMO1-1	0	0	9.94075	8.71093	NA	0.299064	NA	0.436064	NA	0.383045	NA	0.382483	NA	0.422676
ROPN1L-1	18	9	0.056676	0.0743891	NA	NA	18.4964	50	NA	NA	NA	NA	43.3117	47.2235
ROR1-1	0	0	3.75638	4.03762	0.478423	1.16083	0.484203	1.24837	0.410545	1.35317	0.410058	1.27109	0.495418	1.14106
ROR2-1	0	4	0.887519	1.11553	NA	0	NA	0.001	NA	-0	NA	-0	NA	NA
RORA-1	48	40	0.859274	0.964242	1.10253	0.349645	1.27279	0.187718	1.32153	0.389497	1.44284	0.417269	1.28015	0.244523
RORB-1	0	1	0	0	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan
RORC-1	0	0	0.0957065	0.0481048	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ROS1-1	6	5	0.160276	0.0241352	0.413274	NA	0.477972	0.001	0.614604	NA	0.61347	NA	0.47926	NA
RP1L1-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
RP2-1	200	173	3.02446	1.66742	0.329259	0.471559	0.299181	0.469925	0.316027	0.426272	0.314744	0.400081	0.264659	0.460859
RP9-1	4	2	3.49882	3.28442	0.6498	0.95035	0.678933	1.01243	0.433291	1.14327	0.432376	1.23505	0.676479	1.03048
RPA1-1	4	2	7.95902	8.0297	0.225734	0.843433	0.559308	0.869796	0.333353	0.750828	0.333263	0.555077	0.424257	0.872666
RPA2-1	0	0	5.07348	4.78875	0.748626	0.62752	0.965014	0.900666	0.636762	0.549503	0.636475	0.548444	0.921952	0.908235
RPA3-1	6	5	10.8508	10.2177	0.783949	0.731968	0.802706	1.51307	0.728963	1.07999	0.724946	1.08079	0.713435	1.39834
RPAIN-1	0	0	0	7.14295	1.08387	0.491284	1.14716	0.466828	1.20721	0.443215	1.20027	0.436166	1.10567	0.45898
RPAP1-1	6	5	2.11276	1.99919	0.750791	0.592141	0.671314	0.553924	0.78014	0.637124	0.775313	0.682231	0.669121	0.552692
RPAP2-1	152	58	7.70092	7.68701	0.702097	0.6047	0.799691	0.636576	0.883665	0.715904	0.912024	0.675991	0.800243	0.637312
RPAP3-1	0	2	9.14293	8.49253	1.06116	0.102475	0.916336	0.250245	0.928482	0.146445	0.822227	0.146426	0.864679	0.224909
RPE-1	0	0			NA	NA	NA	0.0560953	NA	NA	NA	NA	NA	NA
RPE65-1	48	110	0	0	0.7499	0.766549	1.62077	0.837083	1.12208	0.748317	1.12107	0.746173	1.65164	0.833461
RPF1-1	33	15	8.5486	7.43965	1.10642	1.05483	1.09897	1.40962	1.37411	1.41513	1.32825	1.30697	1.02078	1.38046
RPF2-1	19	2	9.25146	8.46772	1.01392	0.422714	1.18982	0.616474	1.13681	0.655172	1.13068	0.655161	1.19683	0.550233
RPGR-1	5	9			0.334875	0.672107	0.895318	0.66876	0.514378	0.655917	0.514331	0.786951	0.858612	0.724065
RPGRIP1L-1	2	2	0.347172	0.448417	0.9243	1.26182	1.01868	1.39363	0.96958	1.47418	1.18199	1.18651	0.952251	1.1928
RPH3A-1	2	0	0.072829	0.0355409	NA	0	50	0.001	NA	-0	NA	-0	50	0.001
RPH3AL-1	5	0	0.716454	0.424354	0.78786	0.438746	1.21228	0.513455	1.1253	0.5535	1.24121	0.569116	1.33577	0.54669
RPIA-1	10	2	30.5933	28.1113	0.649786	0.926802	0.692315	1.05753	0.720891	0.905376	0.703191	0.803428	0.677576	0.836735
RPL10A-1	11	26	393.493	328.447	NA	0.981108	50	0.935329	NA	0.759381	NA	0.757626	50	0.936228
RPL10L-1	8	3	671.125	584.259	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RPL11-1	36	15			NA	NA	NA	6.88524	NA	NA	NA	NA	NA	36.5472
RPL12-1	75	22	285.28	250.706	0.558144	0.26419	0.902871	0.275184	0.773393	0.23003	0.767322	0.229325	0.855367	0.2635
RPL13-1	46	10	419.487	311.848	0.275531	0.714405	0.569778	0.763691	0.393133	0.659642	0.392719	0.589537	0.532403	0.775625
RPL14-1	149	57	240.357	193.102	0.190472	0.353417	0.179722	0.332712	0.172346	0.320595	0.171834	0.273603	0.175259	0.355514
RPL15-1	96	21	375.373	337.837	1.12597	0.420239	1.25248	0.43695	1.07694	0.44264	0.96269	0.393492	1.24757	0.422453
RPL17L-1	37	14			1.8156	NA	1.65465	50	1.61595	NA	1.50118	NA	1.59745	50
RPL18A-1	23	8	264.448	193.374	0.546639	0.852751	0.542191	1.22822	0.534521	0.969985	0.548014	1.34774	0.510944	1.16798
RPL19-1	181	101	526.413	459.976	0.430581	0.575982	0.779484	1.042	0.607176	0.811833	0.605096	0.811899	0.795086	1.03675
RPL21-1	305	74	952.061	759.202	0.495128	1.13495	0.525898	1.26747	0.529953	1.25262	0.483275	1.48305	0.500067	1.35348
RPL22-1	30	20	344.616	629.842	0.346857	1.49115	0.358465	1.66897	0.383025	1.75542	0.383194	1.74253	0.338258	1.65198
RPL22L1-1	15	5	252.092	234.71	0.810693	1.66249	1.1314	1.61691	1.23506	1.70719	1.07677	1.53787	1.12018	1.62838
RPL23-1	104	37	993.779	1022.04	0.48828	3.72511	0.468202	3.71829	0.436613	3.60549	0.400629	3.57987	0.46248	3.70333
RPL23A-1	2251	899		654.159	0.796601	NA	0.881148	NA	0.82606	NA	0.826425	NA	0.826282	NA
RPL24-1	33	14	449.428	342.728	0.988969	0.5126	1.0979	0.547854	1.07727	0.557074	1.13901	0.59564	1.06988	0.680742
RPL26L1-1	135	54		756.864	0.303421	0.656411	0.308937	0.712675	0.260357	0.692843	0.243735	0.590208	0.319198	0.685278
RPL27-1	36	6	553.74	472.327	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RPL27A-1	47	18	0	0	1.56746	2.66726	3.53494	4.24365	3.59565	4.62676	3.56458	4.27296	3.57425	4.15826
RPL29-1	450	416		152.03	0.95757	0.803202	1.02932	0.927954	0.879077	0.761977	0.963366	0.739466	1.02679	0.906387
RPL3-1	14	5	86.1884	56.8109	0.947579	0.764053	1.0342	0.909689	0.709626	0.991335	0.709867	0.99855	0.99543	0.884032
RPL30-1	40	51	763.844	639.868	0.6447	2.1586	0.801882	2.31171	0.852557	2.24965	1.00366	2.18644	0.824164	2.27863
RPL31-1	172	126	255.061	158.351	2.14083	1.9343	2.91518	2.03309	2.60552	1.52413	2.69763	1.52358	3.01538	2.03382
RPL32-1	54	19	849.4	524.515	NA	NA	50	NA	NA	NA	NA	NA	46.4782	NA
RPL34-1	5	1	590.386	486.65	0.435531	1.10065	0.451839	1.49651	0.428911	1.46585	0.450931	1.48756	0.446041	1.4725
RPL35-1	22	8	586.759	708.515	NA	NA	0.0513209	0.0513209	NA	NA	NA	NA	NA	NA
RPL35A-1	31	8	361.684	285.403	1.0825	0.323443	1.16036	0.340245	1.14897	0.373219	1.07221	0.415076	1.14479	0.331971
RPL36-1	26	12	620.646	518.183	0.329015	0.763758	0.354597	1.55949	0.370592	1.11929	0.367822	1.11374	0.32385	1.5609
RPL36A-1	1363	745	603.512	512.539	0.83971	0.281991	0.879673	0.548317	0.801023	0.40312	0.708364	0.40295	0.877739	0.562948
RPL37-1	17	10	884.637	643.386	2.17066	1.35005	50	50	NA	NA	NA	NA	50	49.2485
RPL37A-1	28	4		616.561	NA	NA	50	0.001	NA	NA	NA	NA	50	NA
RPL38-1	20	16	509.579	481.125	1.5707	1.12797	1.70492	1.24416	1.22033	1.17761	1.21585	0.940434	1.63088	0.916179
RPL39-1	85	31			0.496918	0.247699	1.02522	0.516739	0.709209	0.353468	0.709127	0.353122	0.969742	0.542218
RPL3L-1	101	49	506.494	783.804	0.766259	0.893814	0.903791	1.00592	0.814582	0.980151	0.834867	0.922041	0.891408	0.931973
RPL4-1	493	175	529.454		2.42323	0.493051	2.47439	1.06948	1.8017	0.719867	1.80493	0.71963	2.3127	1.04933
RPL5-1	650	252	894.3	654.558	0.433017	0.448795	0.416751	0.396437	0.389632	0.363365	0.423271	0.369409	0.414109	0.392672
RPL6-1	3428	1247	673.709	469.395	NA	0.860153	50	0.825124	NA	0.750853	NA	0.815508	50	0.823707
RPL7-1	70	24	607.504	447.072	0.304218	NA	0.301504	NA	0.225516	NA	0.223295	NA	0.266949	NA
RPL7A-1	183	158	847.453		NA	2.92844	50	3.43001	NA	2.83788	NA	3.49364	50	4.41935
RPL7L1-1	6	1	20.6918	25.4935	1.8576	0.383297	2.01786	0.895372	1.92966	0.559826	1.96931	0.556924	1.95328	0.839405
RPL8-1	41	33	845.752	648.109	3.40333	2.25362	6.03566	2.6527	5.24951	2.31688	4.91217	2.11537	5.86492	2.60482
RPL9-1	160	36	453.035	368.907	0.266001	0.491606	0.297649	0.518045	0.309565	0.480378	0.354148	0.363176	0.277542	0.536744
RPLP0-1	46	13	881.985	712.609	NA	4.00545	50	50	NA	NA	NA	NA	49.4241	47.1539
RPLP1-1	57	40	580.621	386.879	1.05636	1.055	1.01792	1.02202	0.921205	0.923607	0.999689	1.00429	0.988231	0.900329
RPLP2-1	12	2	420.96	402.48	1.62283	2.14001	1.7233	2.37079	1.79897	2.42493	1.76786	2.44299	1.70561	2.33589
RPN1-1	36	15			0.927432	0.752237	1.14331	0.793566	1.01128	0.799682	1.0897	0.86748	1.12458	0.77792
RPN2-1	6	1	14.9494	13.1781	0.342676	0.553557	0.831944	0.651745	0.508101	0.427954	0.507764	0.420914	0.74196	0.322836
RPP14-1	10	0	17.5264		1.51285	2.75149	2.25831	4.31639	1.63413	3.68992	1.63571	3.72221	2.16686	4.2213
RPP25-1	0	0	0	0.00444638	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RPP30-1	177	118	5.05789	0	0.898252	1.79366	0.968847	1.94683	0.897373	1.21211	0.780909	1.19594	0.86961	1.61749
RPP38-1	0	2	3.33825	1.46076	0.778214	0.318546	0.795881	0.317569	0.709558	0.349065	0.70844	0.348149	0.815138	0.285426
RPP40-1	0	0	1.96265	1.9298	0.42187	1.54016	0.399615	1.5524	0.441977	1.57131	0.486339	1.48957	0.367575	1.4372
RPRD1A-1	6	9	3.02288	3.24594	1.41486	0.120291	1.91097	0.0961918	1.77403	0.0879992	1.78338	0.0865652	1.87789	0.086592
RPRD1B-1	4	6	11.7408	13.2507	1.34041	0.66585	1.50686	0.757042	1.55128	0.643166	1.56122	0.636852	1.31378	0.691414
RPRD2-1	9	20	4.64933	5.56686	3.03215	1.93072	50	50	NA	NA	NA	NA	48.9922	49.7677
RPRD2-2	9	20	4.64933	5.56686	0.922787	0.193949	1.014	0.219718	0.976255	0.255563	0.863203	0.255563	0.946407	0.223509
RPRML-1	0	0	0.0284567	0	0.203434	-nan	50	-nan	NA	-nan	NA	-nan	50	-nan
RPS10-1	46	15	865.141	786.922	1.15308	1.46352	1.22913	1.5044	1.15192	1.38317	1.11484	1.42406	1.20704	1.51072
RPS11-1	76	31	818.732	663.607	0.452134	0.562742	0.498958	1.18758	0.457211	0.821261	0.408673	0.821199	0.489073	1.32482
RPS12-1	48	19	1241.92	291.02	0.440892	NA	0.464972	NA	0.624968	NA	0.622827	NA	0.458021	NA
RPS13-1	6	2	227.159	172.407	1.4178	1.62425	1.67477	1.93948	1.77263	1.82012	1.67609	2.18508	1.52444	2.17069
RPS14-1	42	12	330.938	154.987	0.710023	1.18706	0.727128	1.19099	0.652586	1.12592	0.621096	1.022	0.742434	1.16637
RPS15-1	24	8	307.212	240.5	NA	0	NA	0.001	NA	-0	NA	-0	NA	0.001
RPS15A-1	17	4	530.434	382.371	0.765701	0.822892	0.747123	0.796918	0.756027	0.556146	0.869274	0.554701	0.800637	0.905421
RPS16-1	16	8	380.861	324.021	NA	0.849505	50	0.784068	NA	0.733343	NA	0.767769	50	0.779071
RPS17L-1	18	6	989.329	1109.72	0.252311	0.911101	0.294894	1.03986	0.326362	0.992439	0.324258	0.979346	0.298768	1.0146
RPS19BP1-1	11	4	12.681	11.6516	1.64282	NA	1.83916	50	1.83661	NA	1.8321	NA	1.79171	50
RPS2-1	78	13	658.428	634.117	NA	0.397235	50	0.413182	NA	0.325085	NA	0.37281	50	0.48338
RPS20-1	32	8	915.734	729.372	2.15671	0.627543	2.33561	0.660565	2.3908	0.60858	2.26729	0.607783	2.28324	0.660313
RPS21-1	2	1	283.173	266.737	1.36295	NA	1.46802	50	1.5794	NA	1.30534	NA	1.16236	48.7997
RPS23-1	128	33	293.284	226.474	1.00627	0	1.17407	0.001	1.1433	-0	1.13585	-0	1.2165	0.001
RPS24-1	145	38	1384.78	976.384	0.489815	0.745278	0.591432	0.816337	0.490628	0.733904	0.416805	0.882652	0.672654	0.870932
RPS25-1	1046	534	431.494	379.28	0.149299	0.280574	0.126935	0.51876	0.134367	0.403361	0.134121	0.402879	0.127681	0.492801
RPS26-1	377	87	212.046	170.647	0.285109	NA	50	50	NA	NA	NA	NA	49.9739	49.887
